"id","dummyExpoSplit","milConflictCode","exposureName","exposureValue","percent"
418,0,"ODSS","Animal Bites","Yes",3.51
374,0,"OIF/OEF/OND","Animal Bites","No",83.75
153,0,"ODSS","Animal Bites","Yes",87.49
91,0,"OIF/OEF/OND","Animal Bites","Yes",81.94
407,0,"OIF/OEF/OND","Animal Bites","Don't Know",86.02
348,0,"OIF/OEF/OND","Animal Bites","Don't Know",9.6
137,0,"ODSS","Animal Bites","Yes",87.81
26,0,"OIF/OEF/OND","Animal Bites","No",8.32
7,0,"ODSS","Animal Bites","Don't Know",85.67
402,0,"OIF/OEF/OND","Animal Bites","No",1.28
43,0,"OIF/OEF/OND","Animal Bites","No",83.59
332,0,"OIF/OEF/OND","Animal Bites","Yes",15.62
143,0,"OIF/OEF/OND","Animal Bites","No",84.36
263,0,"ODSS","Animal Bites","Don't Know",89.16
330,0,"OIF/OEF/OND","Animal Bites","Yes",3.73
309,0,"ODSS","Animal Bites","Yes",86.16
135,0,"ODSS","Animal Bites","Don't Know",77.45
382,0,"OIF/OEF/OND","Animal Bites","Don't Know",77.49
290,0,"OIF/OEF/OND","Animal Bites","Don't Know",85.4
72,0,"ODSS","Animal Bites","No",5.46
63,0,"ODSS","Animal Bites","Don't Know",79.65
141,0,"OIF/OEF/OND","Animal Bites","No",87.38
347,0,"OIF/OEF/OND","Animal Bites","Don't Know",89.97
409,0,"ODSS","Animal Bites","Yes",88.44
294,0,"ODSS","Animal Bites","Don't Know",78.85
277,0,"ODSS","Animal Bites","Don't Know",86.49
408,0,"ODSS","Animal Bites","No",87.94
223,0,"OIF/OEF/OND","Animal Bites","Yes",84.1
16,0,"ODSS","Animal Bites","Yes",77.43
94,0,"ODSS","Animal Bites","Yes",85.15
235,0,"OIF/OEF/OND","Animal Bites","No",83.32
86,0,"OIF/OEF/OND","Animal Bites","Don't Know",83.5
209,0,"OIF/OEF/OND","Animal Bites","No",84.8
416,0,"OIF/OEF/OND","Animal Bites","No",89.55
34,0,"OIF/OEF/OND","Animal Bites","Don't Know",81.63
4,0,"OIF/OEF/OND","Animal Bites","No",80.35
13,0,"ODSS","Animal Bites","No",82.96
375,0,"ODSS","Animal Bites","No",95.25
243,0,"OIF/OEF/OND","Animal Bites","Yes",79.38
308,0,"ODSS","Animal Bites","Yes",7.86
278,0,"ODSS","Animal Bites","Don't Know",82.72
89,0,"OIF/OEF/OND","Animal Bites","Don't Know",2.1
25,0,"OIF/OEF/OND","Animal Bites","Don't Know",8.74
121,0,"ODSS","Animal Bites","No",85.89
110,0,"ODSS","Animal Bites","Don't Know",86.88
64,0,"OIF/OEF/OND","Animal Bites","No",81.96
67,0,"ODSS","Animal Bites","Yes",82.14
160,0,"OIF/OEF/OND","Animal Bites","Don't Know",19.28
155,0,"ODSS","Animal Bites","Yes",5.07
55,0,"OIF/OEF/OND","Animal Bites","Yes",82.14
238,0,"OIF/OEF/OND","Animal Bites","Don't Know",80.9
164,0,"OIF/OEF/OND","Animal Bites","No",79.11
52,0,"ODSS","Animal Bites","No",86.18
368,0,"OIF/OEF/OND","Animal Bites","No",90.5
133,0,"ODSS","Animal Bites","Don't Know",98.62
117,0,"OIF/OEF/OND","Animal Bites","Yes",88.21
237,0,"ODSS","Animal Bites","No",74.63
283,0,"ODSS","Animal Bites","No",79.72
45,0,"ODSS","Animal Bites","Yes",80.08
146,0,"ODSS","Animal Bites","No",88.68
206,0,"OIF/OEF/OND","Animal Bites","Don't Know",83.22
176,0,"OIF/OEF/OND","Animal Bites","No",79.75
173,0,"OIF/OEF/OND","Animal Bites","Don't Know",88.57
204,0,"ODSS","Animal Bites","Don't Know",82.04
24,0,"OIF/OEF/OND","Animal Bites","Yes",73.07
390,0,"OIF/OEF/OND","Animal Bites","Don't Know",93.16
317,0,"OIF/OEF/OND","Animal Bites","No",81.65
377,0,"OIF/OEF/OND","Animal Bites","Don't Know",84.08
80,0,"ODSS","Animal Bites","No",87.65
366,0,"OIF/OEF/OND","Animal Bites","Yes",16.82
300,0,"ODSS","Animal Bites","No",79.78
258,0,"ODSS","Animal Bites","Don't Know",84.53
247,0,"OIF/OEF/OND","Animal Bites","No",83.66
322,0,"OIF/OEF/OND","Animal Bites","Don't Know",82.24
21,0,"OIF/OEF/OND","Animal Bites","No",86.81
378,0,"ODSS","Animal Bites","No",82.43
284,0,"ODSS","Animal Bites","No",81.02
334,0,"OIF/OEF/OND","Animal Bites","Yes",84.4
167,0,"OIF/OEF/OND","Animal Bites","Yes",80.43
82,0,"OIF/OEF/OND","Animal Bites","No",87.58
96,0,"ODSS","Animal Bites","No",87.51
307,0,"ODSS","Animal Bites","Don't Know",9.01
126,0,"ODSS","Animal Bites","Yes",84.62
413,0,"ODSS","Animal Bites","Yes",78.78
419,0,"ODSS","Animal Bites","Yes",81.13
320,0,"ODSS","Animal Bites","Don't Know",79.04
144,0,"ODSS","Animal Bites","Yes",86.56
297,0,"OIF/OEF/OND","Animal Bites","Don't Know",10.96
172,0,"ODSS","Animal Bites","Don't Know",82.39
269,0,"ODSS","Animal Bites","Yes",11.7
147,0,"ODSS","Animal Bites","Yes",80.86
228,0,"OIF/OEF/OND","Animal Bites","No",14.18
230,0,"ODSS","Animal Bites","No",85.57
181,0,"ODSS","Animal Bites","No",87.79
287,0,"OIF/OEF/OND","Animal Bites","Yes",77.57
193,0,"OIF/OEF/OND","Animal Bites","Don't Know",83.53
47,0,"ODSS","Animal Bites","Yes",75.06
100,0,"ODSS","Animal Bites","Don't Know",83.95
313,0,"OIF/OEF/OND","Animal Bites","Yes",84.87
119,0,"OIF/OEF/OND","Animal Bites","Yes",92.46
169,0,"OIF/OEF/OND","Animal Bites","No",81.38
190,0,"ODSS","Animal Bites","No",3.71
44,0,"ODSS","Animal Bites","Don't Know",83.27
108,0,"OIF/OEF/OND","Animal Bites","Don't Know",90.15
56,0,"OIF/OEF/OND","Animal Bites","No",79.37
264,0,"ODSS","Animal Bites","Don't Know",78.22
62,0,"OIF/OEF/OND","Animal Bites","Don't Know",84.31
323,0,"ODSS","Animal Bites","Yes",80.97
387,0,"ODSS","Animal Bites","Yes",8.92
208,0,"ODSS","Animal Bites","Don't Know",85.05
46,0,"ODSS","Animal Bites","No",83.85
182,0,"ODSS","Animal Bites","Yes",82.59
103,0,"ODSS","Animal Bites","No",10.57
410,0,"OIF/OEF/OND","Animal Bites","Don't Know",86.5
191,0,"ODSS","Animal Bites","Yes",88.58
131,0,"ODSS","Animal Bites","Yes",77.85
58,0,"ODSS","Animal Bites","No",77.84
138,0,"OIF/OEF/OND","Animal Bites","No",90.23
350,0,"ODSS","Animal Bites","Yes",77.73
128,1,"OIF/OEF/OND","Animal Bites","No",84.98
241,0,"ODSS","Animal Bites","Yes",87.89
75,0,"OIF/OEF/OND","Animal Bites","No",3.02
414,0,"OIF/OEF/OND","Animal Bites","Yes",83.21
370,0,"OIF/OEF/OND","Animal Bites","Yes",76.1
386,0,"ODSS","Animal Bites","Yes",77.34
189,0,"ODSS","Animal Bites","No",83.85
222,0,"ODSS","Animal Bites","Don't Know",82.72
259,0,"ODSS","Animal Bites","Yes",79.51
415,1,"ODSS","Human Blood/Bodily Fluids","Yes",34.83
299,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",58.41
229,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",52.61
418,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",34.47
374,1,"ODSS","Human Blood/Bodily Fluids","No",48.95
153,1,"ODSS","Human Blood/Bodily Fluids","Yes",40.08
91,1,"ODSS","Human Blood/Bodily Fluids","No",50.06
407,1,"ODSS","Human Blood/Bodily Fluids","No",57.2
348,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",60.36
137,1,"ODSS","Human Blood/Bodily Fluids","Yes",62.26
26,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",55.27
7,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",54.72
402,1,"ODSS","Human Blood/Bodily Fluids","No",50.32
43,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",55.78
332,1,"ODSS","Human Blood/Bodily Fluids","No",45.17
143,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",2.77
263,1,"ODSS","Human Blood/Bodily Fluids","No",37.56
330,1,"ODSS","Human Blood/Bodily Fluids","Yes",46.23
309,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",55.68
135,1,"ODSS","Human Blood/Bodily Fluids","Yes",44.77
382,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",40.92
290,1,"ODSS","Human Blood/Bodily Fluids","Yes",33.19
72,1,"ODSS","Human Blood/Bodily Fluids","Yes",4.98
63,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",49.97
141,1,"ODSS","Human Blood/Bodily Fluids","No",59
347,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",53.79
409,1,"ODSS","Human Blood/Bodily Fluids","Yes",54.68
294,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",48.28
277,1,"ODSS","Human Blood/Bodily Fluids","Yes",51.05
408,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",52.97
223,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",58.7
16,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",40.89
94,1,"ODSS","Human Blood/Bodily Fluids","Yes",33.89
235,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",41.99
86,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",53.93
209,1,"ODSS","Human Blood/Bodily Fluids","Yes",43.9
416,1,"ODSS","Human Blood/Bodily Fluids","Yes",44.92
34,1,"ODSS","Human Blood/Bodily Fluids","No",26.34
4,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",57.25
13,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",63.53
375,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",56.95
243,1,"ODSS","Human Blood/Bodily Fluids","Yes",48.41
308,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",55.57
278,1,"ODSS","Human Blood/Bodily Fluids","Yes",53.01
89,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",5.7
25,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",40.75
121,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",40.06
110,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",61.47
64,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",54.43
67,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",51.45
160,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",43.73
155,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",31.57
55,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",34.87
238,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",39.75
164,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",63.56
52,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",57.77
368,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",46.4
133,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",50.03
117,1,"ODSS","Human Blood/Bodily Fluids","Yes",53.38
237,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",45.09
283,1,"ODSS","Human Blood/Bodily Fluids","Yes",49.8
45,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",45.25
146,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",0.54
206,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",36.53
176,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",57.62
173,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",43.91
204,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",41.29
24,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",55.73
390,2,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",42.7
317,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",39.66
377,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",59.38
80,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",34.13
366,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",59.51
300,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",62.48
258,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",45.19
247,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",47.53
322,1,"ODSS","Human Blood/Bodily Fluids","No",30.38
21,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",52.23
378,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",57.96
284,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",48.82
334,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",37.76
167,1,"ODSS","Human Blood/Bodily Fluids","No",37.09
82,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",52.23
96,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",54.86
307,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",42.53
126,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",56.47
413,1,"ODSS","Human Blood/Bodily Fluids","No",54.04
419,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",35.8
320,1,"ODSS","Human Blood/Bodily Fluids","No",39.17
144,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",39.83
297,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",49.87
172,1,"ODSS","Human Blood/Bodily Fluids","Yes",48.79
269,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",2.13
147,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",35.26
228,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",33.25
230,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",35.22
181,1,"ODSS","Human Blood/Bodily Fluids","Yes",56.61
287,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",48.55
193,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",34.21
47,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",6.38
100,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",57.11
313,1,"ODSS","Human Blood/Bodily Fluids","No",48.05
119,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",55.41
169,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",39.93
190,1,"ODSS","Human Blood/Bodily Fluids","No",33.55
44,1,"ODSS","Human Blood/Bodily Fluids","No",5.68
108,1,"ODSS","Human Blood/Bodily Fluids","Yes",51.84
56,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",54.5
264,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",36.37
62,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",52.53
323,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",52.39
387,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",52.23
208,1,"ODSS","Human Blood/Bodily Fluids","Yes",53.47
46,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",51.92
182,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Don't Know",47.14
103,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",58.18
410,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",45.18
191,1,"ODSS","Human Blood/Bodily Fluids","No",59.51
131,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",38.96
58,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",48.54
138,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",47.74
350,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",59.97
128,1,"ODSS","Human Blood/Bodily Fluids","Yes",37.98
241,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",53.99
75,1,"ODSS","Human Blood/Bodily Fluids","Yes",40.62
414,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",43.64
370,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","Yes",44
386,1,"ODSS","Human Blood/Bodily Fluids","Don't Know",40.94
189,1,"ODSS","Human Blood/Bodily Fluids","No",41.31
222,1,"ODSS","Human Blood/Bodily Fluids","No",47.43
259,1,"OIF/OEF/OND","Human Blood/Bodily Fluids","No",4.73
415,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",71.89
299,2,"ODSS","Burning Trash or Feces","Don't Know",68.11
229,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",70.34
418,2,"ODSS","Burning Trash or Feces","No",68.32
374,2,"ODSS","Burning Trash or Feces","Yes",71.33
153,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",74.06
91,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",74.72
407,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",71.85
348,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",78.86
137,2,"ODSS","Burning Trash or Feces","Don't Know",77.5
26,2,"ODSS","Burning Trash or Feces","No",0.26
7,2,"OIF/OEF/OND","Burning Trash or Feces","No",5.4
402,2,"ODSS","Burning Trash or Feces","Don't Know",69.38
43,2,"ODSS","Burning Trash or Feces","No",66.57
332,2,"ODSS","Burning Trash or Feces","Yes",70.18
143,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",72.39
263,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",7.81
330,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",76.69
309,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",74.92
135,2,"OIF/OEF/OND","Burning Trash or Feces","No",76.61
382,2,"ODSS","Burning Trash or Feces","Yes",70.12
290,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",77.61
72,2,"ODSS","Burning Trash or Feces","No",68.25
63,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",68.55
141,2,"OIF/OEF/OND","Burning Trash or Feces","No",80.84
347,2,"OIF/OEF/OND","Burning Trash or Feces","No",68.13
409,2,"ODSS","Burning Trash or Feces","No",67.65
294,2,"ODSS","Burning Trash or Feces","No",75.25
277,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",66.45
408,2,"ODSS","Burning Trash or Feces","No",78
223,2,"ODSS","Burning Trash or Feces","No",67.79
16,2,"OIF/OEF/OND","Burning Trash or Feces","No",77.99
94,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",6.64
235,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",27.86
86,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",77.13
209,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",74.49
416,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",73.76
34,2,"ODSS","Burning Trash or Feces","Yes",72.35
4,2,"ODSS","Burning Trash or Feces","Don't Know",67.19
13,2,"ODSS","Burning Trash or Feces","Yes",74.69
375,2,"OIF/OEF/OND","Burning Trash or Feces","No",66.72
243,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",68.17
308,2,"ODSS","Burning Trash or Feces","Don't Know",68.37
278,2,"ODSS","Burning Trash or Feces","Yes",76.65
89,2,"ODSS","Burning Trash or Feces","No",64.8
25,2,"ODSS","Burning Trash or Feces","Don't Know",71.9
121,2,"ODSS","Burning Trash or Feces","Yes",75.25
110,2,"ODSS","Burning Trash or Feces","Don't Know",71.91
64,2,"OIF/OEF/OND","Burning Trash or Feces","No",63.63
67,2,"ODSS","Burning Trash or Feces","No",69.19
160,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",28.35
155,2,"OIF/OEF/OND","Burning Trash or Feces","No",27.23
55,2,"ODSS","Burning Trash or Feces","No",12.36
238,2,"ODSS","Burning Trash or Feces","Don't Know",19.64
164,2,"OIF/OEF/OND","Burning Trash or Feces","No",23.35
52,2,"ODSS","Burning Trash or Feces","No",21.09
368,2,"OIF/OEF/OND","Burning Trash or Feces","No",73.06
133,2,"OIF/OEF/OND","Burning Trash or Feces","No",86.95
117,2,"OIF/OEF/OND","Burning Trash or Feces","No",77.34
237,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",19.12
283,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",79.44
45,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",82.44
146,2,"ODSS","Burning Trash or Feces","Don't Know",26.09
206,2,"ODSS","Burning Trash or Feces","Don't Know",80.57
176,2,"ODSS","Burning Trash or Feces","Don't Know",75.92
173,2,"ODSS","Burning Trash or Feces","Yes",79.78
204,2,"ODSS","Burning Trash or Feces","Don't Know",15.56
24,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",5.84
390,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",75.97
317,2,"ODSS","Burning Trash or Feces","No",65.81
377,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",73.52
80,2,"ODSS","Burning Trash or Feces","Yes",70.21
366,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",79.05
300,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",77.06
258,2,"ODSS","Burning Trash or Feces","Don't Know",72.46
247,2,"ODSS","Burning Trash or Feces","Yes",23.77
322,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",66.88
21,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",79.36
378,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",77.4
284,2,"ODSS","Burning Trash or Feces","No",69.56
334,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",74.32
167,2,"OIF/OEF/OND","Burning Trash or Feces","No",72.43
82,2,"ODSS","Burning Trash or Feces","Don't Know",64.46
96,2,"ODSS","Burning Trash or Feces","No",74.49
307,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",15.9
126,2,"ODSS","Burning Trash or Feces","Don't Know",73.57
413,2,"ODSS","Burning Trash or Feces","No",21.85
419,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",15.04
320,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",87.79
144,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",68.9
297,2,"ODSS","Burning Trash or Feces","Don't Know",0.18
172,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",76.68
269,2,"ODSS","Burning Trash or Feces","Yes",4.64
147,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",27.9
228,2,"ODSS","Burning Trash or Feces","No",18.11
230,2,"ODSS","Burning Trash or Feces","Yes",22.29
181,2,"ODSS","Burning Trash or Feces","No",77.22
287,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",77.41
193,2,"OIF/OEF/OND","Burning Trash or Feces","No",21.64
47,2,"ODSS","Burning Trash or Feces","Yes",74.21
100,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",81.72
313,2,"ODSS","Burning Trash or Feces","No",73.88
119,2,"ODSS","Burning Trash or Feces","Yes",72.36
169,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",75.22
190,2,"ODSS","Burning Trash or Feces","Don't Know",74.33
44,2,"ODSS","Burning Trash or Feces","Yes",67.95
108,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",67.83
56,2,"OIF/OEF/OND","Burning Trash or Feces","No",66.87
264,2,"ODSS","Burning Trash or Feces","Yes",76.79
62,2,"ODSS","Burning Trash or Feces","Yes",81.57
323,2,"ODSS","Burning Trash or Feces","Don't Know",70.43
387,2,"OIF/OEF/OND","Burning Trash or Feces","Yes",81.83
208,2,"ODSS","Burning Trash or Feces","Don't Know",72.02
46,2,"OIF/OEF/OND","Burning Trash or Feces","No",66.08
182,2,"OIF/OEF/OND","Burning Trash or Feces","No",14.32
103,2,"ODSS","Burning Trash or Feces","No",78.27
410,3,"OIF/OEF/OND","Burning Trash or Feces","Yes",23.38
191,2,"ODSS","Burning Trash or Feces","No",18.71
131,2,"ODSS","Burning Trash or Feces","Yes",21.33
58,2,"ODSS","Burning Trash or Feces","No",79.46
138,2,"ODSS","Burning Trash or Feces","Yes",24.49
350,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",76.32
128,2,"ODSS","Burning Trash or Feces","No",69
241,2,"ODSS","Burning Trash or Feces","No",74
75,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",25.24
414,2,"ODSS","Burning Trash or Feces","No",71.63
370,2,"ODSS","Burning Trash or Feces","No",0.6
386,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",81.39
189,2,"ODSS","Burning Trash or Feces","No",18.84
222,2,"OIF/OEF/OND","Burning Trash or Feces","Don't Know",77.68
259,2,"OIF/OEF/OND","Burning Trash or Feces","No",20.37
415,0,"ODSS","Chemical Solvents","Don't Know",84.33
299,0,"ODSS","Chemical Solvents","Yes",80.33
229,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",85.64
418,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",89.62
374,0,"ODSS","Chemical Solvents","No",88.64
153,0,"ODSS","Chemical Solvents","Yes",82.25
91,0,"ODSS","Chemical Solvents","No",78.7
407,0,"OIF/OEF/OND","Chemical Solvents","No",75.68
348,0,"ODSS","Chemical Solvents","Don't Know",89.08
137,0,"OIF/OEF/OND","Chemical Solvents","No",80.94
26,0,"ODSS","Chemical Solvents","Yes",81.66
7,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",80.7
402,0,"OIF/OEF/OND","Chemical Solvents","Yes",77.98
43,0,"OIF/OEF/OND","Chemical Solvents","Yes",66.61
332,0,"OIF/OEF/OND","Chemical Solvents","Yes",80.31
143,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",72.67
263,0,"ODSS","Chemical Solvents","Yes",83.73
330,0,"OIF/OEF/OND","Chemical Solvents","Yes",77.93
309,0,"ODSS","Chemical Solvents","Yes",73.66
135,0,"ODSS","Chemical Solvents","No",84.25
382,0,"ODSS","Chemical Solvents","No",85
290,0,"ODSS","Chemical Solvents","Yes",85.98
72,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",78.52
63,0,"OIF/OEF/OND","Chemical Solvents","Yes",84.32
141,0,"ODSS","Chemical Solvents","Don't Know",78.89
347,0,"OIF/OEF/OND","Chemical Solvents","No",14.46
409,0,"OIF/OEF/OND","Chemical Solvents","No",5.26
294,0,"ODSS","Chemical Solvents","No",82.23
277,0,"OIF/OEF/OND","Chemical Solvents","Yes",84.32
408,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",87.83
223,0,"OIF/OEF/OND","Chemical Solvents","Yes",81.78
16,0,"ODSS","Chemical Solvents","Yes",74.3
94,0,"OIF/OEF/OND","Chemical Solvents","No",71.46
235,0,"OIF/OEF/OND","Chemical Solvents","No",13.97
86,0,"ODSS","Chemical Solvents","Yes",75.68
209,0,"ODSS","Chemical Solvents","Don't Know",87.48
416,0,"ODSS","Chemical Solvents","Don't Know",79.45
34,0,"ODSS","Chemical Solvents","Yes",16.71
4,0,"ODSS","Chemical Solvents","Yes",82.6
13,0,"OIF/OEF/OND","Chemical Solvents","Yes",81.73
375,0,"ODSS","Chemical Solvents","Don't Know",85.03
243,0,"ODSS","Chemical Solvents","Yes",77.86
308,0,"ODSS","Chemical Solvents","Yes",84.94
278,0,"ODSS","Chemical Solvents","Yes",85.66
89,0,"OIF/OEF/OND","Chemical Solvents","No",6.56
25,0,"OIF/OEF/OND","Chemical Solvents","Don't Know",82.07
121,0,"ODSS","Chemical Solvents","Yes",82.77
110,0,"ODSS","Chemical Solvents","No",89.35
64,0,"ODSS","Chemical Solvents","Don't Know",83.29
