"exposureName","conditionClass","milConflictCode","exposureValue","hasConditionClass","Freq","Percent","splitGroup"
"Embedded Metal Fragments","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,10,9.06,"First Third"
"Embedded Metal Fragments","Psychiatric Conditions","ODSS",NA,NA,12,18.32,"First Third"
"Embedded Metal Fragments","Psychiatric Conditions","OIF/OEF/OND",NA,NA,71,76.81,"Second Third"
"Embedded Metal Fragments","Psychiatric Conditions","OIF/OEF/OND",NA,NA,8,6.73,"First Third"
"Embedded Metal Fragments","Psychiatric Conditions","OIF/OEF/OND",NA,NA,9,10.87,"Second Third"
"Embedded Metal Fragments","Psychiatric Conditions","OIF/OEF/OND",NA,NA,54,79.14,"First Third"
"Embedded Metal Fragments","Psychiatric Conditions","ODSS",NA,NA,4,7.83,"First Third"
"Embedded Metal Fragments","Psychiatric Conditions","OIF/OEF/OND",NA,NA,4,10.12,"Last Third"
"Embedded Metal Fragments","Respiratory Conditions","OIF/OEF/OND",NA,NA,44,41.44,"First Third"
"Embedded Metal Fragments","Respiratory Conditions","ODSS",NA,NA,40,50.49,"First Third"
"Embedded Metal Fragments","Respiratory Conditions","OIF/OEF/OND",NA,NA,3,0.35,"First Third"
"Embedded Metal Fragments","Respiratory Conditions","OIF/OEF/OND",NA,NA,3,5.19,"First Third"
"Embedded Metal Fragments","Respiratory Conditions","ODSS",NA,NA,32,44,"First Third"
"Embedded Metal Fragments","Respiratory Conditions","ODSS",NA,NA,33,44.53,"Last Third"
"Embedded Metal Fragments","Respiratory Conditions","ODSS",NA,NA,3,2.08,"Last Third"
"Embedded Metal Fragments","Respiratory Conditions","ODSS",NA,NA,1,10.21,"Second Third"
"Embedded Metal Fragments","Sensory Organ Disease","ODSS",NA,NA,45,48.88,"First Third"
"Embedded Metal Fragments","Sensory Organ Disease","ODSS",NA,NA,37,45.79,"Last Third"
"Embedded Metal Fragments","Sensory Organ Disease","OIF/OEF/OND",NA,NA,4,3.44,"First Third"
"Embedded Metal Fragments","Sensory Organ Disease","ODSS",NA,NA,11,6.09,"Last Third"
"Embedded Metal Fragments","Sensory Organ Disease","ODSS",NA,NA,36,47.13,"Last Third"
"Embedded Metal Fragments","Sensory Organ Disease","OIF/OEF/OND",NA,NA,30,39.65,"Second Third"
"Embedded Metal Fragments","Sensory Organ Disease","ODSS",NA,NA,5,10.71,"Second Third"
"Embedded Metal Fragments","Sensory Organ Disease","OIF/OEF/OND",NA,NA,7,4.78,"Second Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,75,72.06,"First Third"
"Embedded Metal Fragments","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,14,13.16,"First Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,4,0.46,"Second Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,2,6.09,"Last Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,57,73.08,"Second Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,7,11.06,"First Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,5,15.36,"First Third"
"Embedded Metal Fragments","Substance Abuse Disorders","ODSS",NA,NA,5,0.96,"Second Third"
"Excessive Vibration","Cardiovascular Conditions","ODSS",NA,NA,18,14.57,"Second Third"
"Excessive Vibration","Cardiovascular Conditions","ODSS",NA,NA,25,29.46,"First Third"
"Excessive Vibration","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,14,18.42,"Second Third"
"Excessive Vibration","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,37,41.6,"First Third"
"Excessive Vibration","Cardiovascular Conditions","ODSS",NA,NA,14,15.9,"Last Third"
"Excessive Vibration","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,16,31.29,"First Third"
"Excessive Vibration","Cardiovascular Conditions","ODSS",NA,NA,24,27.89,"Second Third"
"Excessive Vibration","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,27,28.02,"Second Third"
"Excessive Vibration","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,25,27.29,"First Third"
"Excessive Vibration","Chronic Multisymptom Disorder","ODSS",NA,NA,21,15.17,"First Third"
"Excessive Vibration","Chronic Multisymptom Disorder","ODSS",NA,NA,26,35.43,"Second Third"
"Excessive Vibration","Chronic Multisymptom Disorder","ODSS",NA,NA,26,24.29,"First Third"
"Excessive Vibration","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,29,34.23,"Second Third"
"Excessive Vibration","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,3,2.73,"Second Third"
"Excessive Vibration","Chronic Multisymptom Disorder","ODSS",NA,NA,41,51.53,"First Third"
"Excessive Vibration","Chronic Multisymptom Disorder","ODSS",NA,NA,3,13.82,"Last Third"
"Excessive Vibration","Dermatological Conditions","ODSS",NA,NA,37,42.41,"First Third"
"Excessive Vibration","Dermatological Conditions","ODSS",NA,NA,9,2.22,"Second Third"
"Excessive Vibration","Dermatological Conditions","OIF/OEF/OND",NA,NA,38,38.86,"First Third"
"Excessive Vibration","Dermatological Conditions","OIF/OEF/OND",NA,NA,5,11.22,"Second Third"
"Excessive Vibration","Dermatological Conditions","ODSS",NA,NA,25,30.66,"First Third"
"Excessive Vibration","Dermatological Conditions","OIF/OEF/OND",NA,NA,8,3.47,"Last Third"
"Excessive Vibration","Dermatological Conditions","ODSS",NA,NA,49,56.35,"Second Third"
"Excessive Vibration","Dermatological Conditions","OIF/OEF/OND",NA,NA,5,7.96,"Second Third"
"Excessive Vibration","Endocrine Disorders","OIF/OEF/OND",NA,NA,29,36.52,"Last Third"
"Excessive Vibration","Endocrine Disorders","ODSS",NA,NA,11,8.95,"Last Third"
"Excessive Vibration","Endocrine Disorders","ODSS",NA,NA,36,35.64,"Second Third"
"Excessive Vibration","Endocrine Disorders","OIF/OEF/OND",NA,NA,14,19.75,"First Third"
"Excessive Vibration","Endocrine Disorders","OIF/OEF/OND",NA,NA,24,28.28,"Last Third"
"Excessive Vibration","Endocrine Disorders","ODSS",NA,NA,6,5.53,"Second Third"
"Excessive Vibration","Endocrine Disorders","ODSS",NA,NA,44,51.96,"First Third"
"Excessive Vibration","Endocrine Disorders","ODSS",NA,NA,7,7.34,"Last Third"
"Excessive Vibration","Gastrointestinal Conditions","ODSS",NA,NA,12,15.77,"Last Third"
"Excessive Vibration","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,28,24.81,"First Third"
"Excessive Vibration","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,18,22.96,"First Third"
"Excessive Vibration","Gastrointestinal Conditions","ODSS",NA,NA,36,41.39,"Second Third"
"Excessive Vibration","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,14,19.86,"Second Third"
"Excessive Vibration","Gastrointestinal Conditions","ODSS",NA,NA,9,12.73,"Second Third"
"Excessive Vibration","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,18,28.59,"Last Third"
"Excessive Vibration","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,36,33.73,"Second Third"
"Excessive Vibration","Genitourinary System Diseases","ODSS",NA,NA,25,30.97,"Second Third"
"Excessive Vibration","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,7,9.07,"First Third"
"Excessive Vibration","Genitourinary System Diseases","ODSS",NA,NA,39,41.29,"Last Third"
"Excessive Vibration","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,15,18.35,"Last Third"
"Excessive Vibration","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,20,30.42,"Second Third"
"Excessive Vibration","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,13,7.39,"Last Third"
"Excessive Vibration","Genitourinary System Diseases","ODSS",NA,NA,44,56.53,"First Third"
"Excessive Vibration","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,3,10.02,"First Third"
"Excessive Vibration","Heatstroke and Sunstroke","ODSS",NA,NA,32,36.43,"First Third"
"Excessive Vibration","Heatstroke and Sunstroke","ODSS",NA,NA,14,1.29,"Second Third"
"Excessive Vibration","Heatstroke and Sunstroke","ODSS",NA,NA,40,41.69,"Last Third"
"Excessive Vibration","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,7,1.05,"Second Third"
"Excessive Vibration","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,24,28.35,"Last Third"
"Excessive Vibration","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,2,5.34,"Last Third"
"Excessive Vibration","Heatstroke and Sunstroke","ODSS",NA,NA,40,49.88,"Last Third"
"Excessive Vibration","Heatstroke and Sunstroke","ODSS",NA,NA,10,8.17,"Second Third"
"Excessive Vibration","Hematological Conditions","OIF/OEF/OND",NA,NA,36,42.85,"Second Third"
"Excessive Vibration","Hematological Conditions","ODSS",NA,NA,1,5.04,"Last Third"
"Excessive Vibration","Hematological Conditions","OIF/OEF/OND",NA,NA,47,51.01,"Last Third"
"Excessive Vibration","Hematological Conditions","ODSS",NA,NA,10,11.57,"First Third"
"Excessive Vibration","Hematological Conditions","OIF/OEF/OND",NA,NA,20,24.32,"Last Third"
"Excessive Vibration","Hematological Conditions","ODSS",NA,NA,2,2.84,"Second Third"
"Excessive Vibration","Hematological Conditions","ODSS",NA,NA,44,59.35,"Last Third"
"Excessive Vibration","Hematological Conditions","OIF/OEF/OND",NA,NA,3,5.92,"Second Third"
"Excessive Vibration","Immune System Disorders","ODSS",NA,NA,19,25.7,"Second Third"
"Excessive Vibration","Immune System Disorders","ODSS",NA,NA,22,25.06,"Second Third"
"Excessive Vibration","Immune System Disorders","OIF/OEF/OND",NA,NA,20,22.29,"Last Third"
"Excessive Vibration","Immune System Disorders","ODSS",NA,NA,31,32.52,"Last Third"
"Excessive Vibration","Immune System Disorders","OIF/OEF/OND",NA,NA,11,13.44,"First Third"
"Excessive Vibration","Immune System Disorders","ODSS",NA,NA,14,23.82,"Last Third"
"Excessive Vibration","Immune System Disorders","ODSS",NA,NA,25,36.86,"Second Third"
"Excessive Vibration","Immune System Disorders","OIF/OEF/OND",NA,NA,21,41.12,"Last Third"
"Excessive Vibration","Infectious Conditions","OIF/OEF/OND",NA,NA,21,19.69,"Second Third"
"Excessive Vibration","Infectious Conditions","ODSS",NA,NA,25,25.94,"Second Third"
"Excessive Vibration","Infectious Conditions","OIF/OEF/OND",NA,NA,28,37.29,"First Third"
"Excessive Vibration","Infectious Conditions","OIF/OEF/OND",NA,NA,12,15.39,"Last Third"
"Excessive Vibration","Infectious Conditions","OIF/OEF/OND",NA,NA,10,17.14,"Second Third"
"Excessive Vibration","Infectious Conditions","ODSS",NA,NA,21,16.65,"Second Third"
"Excessive Vibration","Infectious Conditions","ODSS",NA,NA,40,40.18,"First Third"
"Excessive Vibration","Infectious Conditions","ODSS",NA,NA,16,19.73,"Second Third"
"Excessive Vibration","Musculoskeletal Conditions","ODSS",NA,NA,2,0.6,"Second Third"
"Excessive Vibration","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,35,42.06,"Second Third"
"Excessive Vibration","Musculoskeletal Conditions","ODSS",NA,NA,3,6.74,"Last Third"
"Excessive Vibration","Musculoskeletal Conditions","ODSS",NA,NA,48,49.49,"Second Third"
"Excessive Vibration","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,7,0.93,"First Third"
"Excessive Vibration","Musculoskeletal Conditions","ODSS",NA,NA,24,21.58,"First Third"
"Excessive Vibration","Musculoskeletal Conditions","ODSS",NA,NA,8,13.14,"Second Third"
"Excessive Vibration","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,44,48.6,"Last Third"
"Excessive Vibration","Neoplasms","OIF/OEF/OND",NA,NA,32,35.14,"Second Third"
"Excessive Vibration","Neoplasms","ODSS",NA,NA,1,7.86,"Second Third"
"Excessive Vibration","Neoplasms","ODSS",NA,NA,44,42.81,"Last Third"
"Excessive Vibration","Neoplasms","OIF/OEF/OND",NA,NA,4,8.04,"Second Third"
"Excessive Vibration","Neoplasms","ODSS",NA,NA,14,23.13,"Second Third"
"Excessive Vibration","Neoplasms","OIF/OEF/OND",NA,NA,3,6.92,"Second Third"
"Excessive Vibration","Neoplasms","OIF/OEF/OND",NA,NA,46,63.32,"Second Third"
"Excessive Vibration","Neoplasms","OIF/OEF/OND",NA,NA,2,4.85,"Last Third"
"Excessive Vibration","Neurological Conditions","ODSS",NA,NA,7,2.82,"First Third"
"Excessive Vibration","Neurological Conditions","ODSS",NA,NA,33,33.05,"Second Third"
"Excessive Vibration","Neurological Conditions","ODSS",NA,NA,10,9.58,"Last Third"
"Excessive Vibration","Neurological Conditions","OIF/OEF/OND",NA,NA,43,55.13,"Last Third"
"Excessive Vibration","Neurological Conditions","ODSS",NA,NA,3,12.4,"First Third"
"Excessive Vibration","Neurological Conditions","OIF/OEF/OND",NA,NA,24,24.31,"First Third"
"Excessive Vibration","Neurological Conditions","ODSS",NA,NA,10,11.96,"Second Third"
"Excessive Vibration","Neurological Conditions","ODSS",NA,NA,34,48.25,"Last Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,38,46.14,"Second Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,3,6.26,"First Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","ODSS",NA,NA,48,62.39,"Last Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","ODSS",NA,NA,5,0.6,"Second Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","ODSS",NA,NA,23,39.5,"First Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,1,3.01,"First Third"
"Excessive Vibration","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,51,74.09,"First Third"
"Excessive Vibration","Psychiatric Conditions","ODSS",NA,NA,6,10.46,"Last Third"
"Excessive Vibration","Psychiatric Conditions","OIF/OEF/OND",NA,NA,31,37.6,"Second Third"
"Excessive Vibration","Psychiatric Conditions","OIF/OEF/OND",NA,NA,5,16.75,"Last Third"
"Excessive Vibration","Psychiatric Conditions","OIF/OEF/OND",NA,NA,42,47.61,"Last Third"
"Excessive Vibration","Psychiatric Conditions","ODSS",NA,NA,6,13.36,"First Third"
"Excessive Vibration","Psychiatric Conditions","OIF/OEF/OND",NA,NA,24,22.77,"Last Third"
"Excessive Vibration","Psychiatric Conditions","ODSS",NA,NA,12,11.33,"First Third"
"Excessive Vibration","Psychiatric Conditions","ODSS",NA,NA,42,54.49,"First Third"
"Excessive Vibration","Respiratory Conditions","OIF/OEF/OND",NA,NA,12,21.65,"Second Third"
"Excessive Vibration","Respiratory Conditions","OIF/OEF/OND",NA,NA,18,25.89,"Second Third"
"Excessive Vibration","Respiratory Conditions","OIF/OEF/OND",NA,NA,27,33.8,"Second Third"
"Excessive Vibration","Respiratory Conditions","ODSS",NA,NA,24,25.25,"Second Third"
"Excessive Vibration","Respiratory Conditions","OIF/OEF/OND",NA,NA,14,11.3,"Second Third"
"Excessive Vibration","Respiratory Conditions","ODSS",NA,NA,11,23.67,"Second Third"
"Excessive Vibration","Respiratory Conditions","ODSS",NA,NA,25,40.12,"Second Third"
"Excessive Vibration","Respiratory Conditions","ODSS",NA,NA,25,34.64,"First Third"
"Excessive Vibration","Sensory Organ Disease","OIF/OEF/OND",NA,NA,15,22.86,"First Third"
"Excessive Vibration","Sensory Organ Disease","OIF/OEF/OND",NA,NA,15,21.44,"First Third"
"Excessive Vibration","Sensory Organ Disease","ODSS",NA,NA,25,21.76,"Second Third"
"Excessive Vibration","Sensory Organ Disease","ODSS",NA,NA,26,32.49,"First Third"
"Excessive Vibration","Sensory Organ Disease","OIF/OEF/OND",NA,NA,22,20.42,"First Third"
"Excessive Vibration","Sensory Organ Disease","ODSS",NA,NA,11,7.37,"Second Third"
"Excessive Vibration","Sensory Organ Disease","ODSS",NA,NA,21,26.23,"First Third"
"Excessive Vibration","Sensory Organ Disease","ODSS",NA,NA,27,45.08,"Second Third"
"Excessive Vibration","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,32,39.68,"Second Third"
"Excessive Vibration","Substance Abuse Disorders","ODSS",NA,NA,4,13.22,"First Third"
"Excessive Vibration","Substance Abuse Disorders","ODSS",NA,NA,32,42.64,"Last Third"
"Excessive Vibration","Substance Abuse Disorders","ODSS",NA,NA,12,13.63,"First Third"
"Excessive Vibration","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,22,33.6,"First Third"
"Excessive Vibration","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,1,0.16,"Last Third"
"Excessive Vibration","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,46,54.12,"Last Third"
"Excessive Vibration","Substance Abuse Disorders","ODSS",NA,NA,15,19.25,"Second Third"
"Fog Oils","Cardiovascular Conditions","ODSS",NA,NA,12,14.11,"Last Third"
"Fog Oils","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,23,28,"First Third"
"Fog Oils","Cardiovascular Conditions","ODSS",NA,NA,20,18.84,"First Third"
"Fog Oils","Cardiovascular Conditions","ODSS",NA,NA,38,36.75,"First Third"
"Fog Oils","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,16,22.3,"Second Third"
"Fog Oils","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,21,25.6,"Second Third"
"Fog Oils","Cardiovascular Conditions","ODSS",NA,NA,9,20.08,"First Third"
"Fog Oils","Cardiovascular Conditions","ODSS",NA,NA,23,32.11,"Last Third"
"Fog Oils","Chronic Multisymptom Disorder","ODSS",NA,NA,16,18.7,"Last Third"
"Fog Oils","Chronic Multisymptom Disorder","ODSS",NA,NA,18,13.79,"First Third"
"Fog Oils","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,18,27.28,"First Third"
"Fog Oils","Chronic Multisymptom Disorder","ODSS",NA,NA,32,36.71,"First Third"
"Fog Oils","Chronic Multisymptom Disorder","ODSS",NA,NA,37,46.15,"Last Third"
"Fog Oils","Chronic Multisymptom Disorder","ODSS",NA,NA,1,7.62,"Second Third"
"Fog Oils","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,16,33.88,"Last Third"
"Fog Oils","Chronic Multisymptom Disorder","ODSS",NA,NA,14,17.1,"Second Third"
"Fog Oils","Dermatological Conditions","ODSS",NA,NA,31,29.87,"Last Third"
"Fog Oils","Dermatological Conditions","OIF/OEF/OND",NA,NA,6,5.56,"Last Third"
"Fog Oils","Dermatological Conditions","ODSS",NA,NA,43,49.2,"Second Third"
"Fog Oils","Dermatological Conditions","OIF/OEF/OND",NA,NA,10,0.75,"First Third"
"Fog Oils","Dermatological Conditions","ODSS",NA,NA,30,39.2,"Second Third"
"Fog Oils","Dermatological Conditions","ODSS",NA,NA,6,8.32,"Last Third"
"Fog Oils","Dermatological Conditions","OIF/OEF/OND",NA,NA,37,58.78,"Last Third"
"Fog Oils","Dermatological Conditions","ODSS",NA,NA,2,0.56,"Last Third"
"Fog Oils","Endocrine Disorders","OIF/OEF/OND",NA,NA,32,23.04,"Second Third"
"Fog Oils","Endocrine Disorders","ODSS",NA,NA,14,13,"Second Third"
"Fog Oils","Endocrine Disorders","ODSS",NA,NA,47,51.21,"Last Third"
"Fog Oils","Endocrine Disorders","OIF/OEF/OND",NA,NA,12,11.56,"First Third"
"Fog Oils","Endocrine Disorders","OIF/OEF/OND",NA,NA,37,42.83,"Second Third"
"Fog Oils","Endocrine Disorders","OIF/OEF/OND",NA,NA,7,0.28,"Second Third"
"Fog Oils","Endocrine Disorders","ODSS",NA,NA,32,44.07,"First Third"
"Fog Oils","Endocrine Disorders","OIF/OEF/OND",NA,NA,7,11.99,"First Third"
"Fog Oils","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,11,12.46,"Second Third"
"Fog Oils","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,25,29.13,"Second Third"
"Fog Oils","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,18,18.43,"Second Third"
"Fog Oils","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,37,42.24,"First Third"
"Fog Oils","Gastrointestinal Conditions","ODSS",NA,NA,26,26.81,"Last Third"
"Fog Oils","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,15,23.52,"Last Third"
"Fog Oils","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,11,13.18,"First Third"
"Fog Oils","Gastrointestinal Conditions","ODSS",NA,NA,25,40.21,"First Third"
"Fog Oils","Genitourinary System Diseases","ODSS",NA,NA,27,25.7,"Last Third"
"Fog Oils","Genitourinary System Diseases","ODSS",NA,NA,5,7.4,"Second Third"
"Fog Oils","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,44,51.32,"Second Third"
"Fog Oils","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,11,8.45,"First Third"
"Fog Oils","Genitourinary System Diseases","ODSS",NA,NA,24,40.22,"Second Third"
"Fog Oils","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,2,10.92,"Last Third"
"Fog Oils","Genitourinary System Diseases","ODSS",NA,NA,32,51.94,"Second Third"
"Fog Oils","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,5,9.63,"Last Third"
"Fog Oils","Heatstroke and Sunstroke","ODSS",NA,NA,24,35.1,"Second Third"
"Fog Oils","Heatstroke and Sunstroke","ODSS",NA,NA,8,13.3,"First Third"
"Fog Oils","Heatstroke and Sunstroke","ODSS",NA,NA,44,45.11,"First Third"
"Fog Oils","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,14,10.73,"Second Third"
"Fog Oils","Heatstroke and Sunstroke","ODSS",NA,NA,27,31.46,"First Third"
"Fog Oils","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,5,8.64,"Last Third"
"Fog Oils","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,29,44.56,"Second Third"
"Fog Oils","Heatstroke and Sunstroke","ODSS",NA,NA,5,2.27,"First Third"
"Fog Oils","Hematological Conditions","OIF/OEF/OND",NA,NA,30,39.46,"Last Third"
"Fog Oils","Hematological Conditions","ODSS",NA,NA,3,0.66,"Second Third"
"Fog Oils","Hematological Conditions","OIF/OEF/OND",NA,NA,46,53.09,"Last Third"
"Fog Oils","Hematological Conditions","OIF/OEF/OND",NA,NA,8,5.1,"First Third"
"Fog Oils","Hematological Conditions","ODSS",NA,NA,33,39.03,"Second Third"
"Fog Oils","Hematological Conditions","ODSS",NA,NA,0,1.68,"Last Third"
"Fog Oils","Hematological Conditions","OIF/OEF/OND",NA,NA,36,50.2,"First Third"
"Fog Oils","Hematological Conditions","ODSS",NA,NA,11,5.14,"Second Third"
"Fog Oils","Immune System Disorders","ODSS",NA,NA,14,13.88,"First Third"
"Fog Oils","Immune System Disorders","ODSS",NA,NA,21,22.75,"First Third"
"Fog Oils","Immune System Disorders","OIF/OEF/OND",NA,NA,27,37.56,"First Third"
"Fog Oils","Immune System Disorders","ODSS",NA,NA,27,28.46,"Second Third"
"Fog Oils","Immune System Disorders","OIF/OEF/OND",NA,NA,16,21.01,"First Third"
"Fog Oils","Immune System Disorders","ODSS",NA,NA,19,26.02,"Second Third"
"Fog Oils","Immune System Disorders","ODSS",NA,NA,19,23.15,"Second Third"
"Fog Oils","Immune System Disorders","ODSS",NA,NA,22,25.1,"First Third"
"Fog Oils","Infectious Conditions","ODSS",NA,NA,20,22.3,"Last Third"
"Fog Oils","Infectious Conditions","OIF/OEF/OND",NA,NA,22,17.14,"Last Third"
"Fog Oils","Infectious Conditions","ODSS",NA,NA,34,32.79,"First Third"
"Fog Oils","Infectious Conditions","ODSS",NA,NA,24,22.53,"Second Third"
"Fog Oils","Infectious Conditions","OIF/OEF/OND",NA,NA,18,19.29,"First Third"
"Fog Oils","Infectious Conditions","ODSS",NA,NA,19,27.72,"First Third"
"Fog Oils","Infectious Conditions","OIF/OEF/OND",NA,NA,32,41.81,"Second Third"
"Fog Oils","Infectious Conditions","OIF/OEF/OND",NA,NA,14,10.64,"Second Third"
"Fog Oils","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,3,0.21,"Second Third"
"Fog Oils","Musculoskeletal Conditions","ODSS",NA,NA,31,41.04,"Second Third"
"Fog Oils","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,4,3.38,"Last Third"
"Fog Oils","Musculoskeletal Conditions","ODSS",NA,NA,50,50.5,"First Third"
"Fog Oils","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,4,10.4,"Second Third"
"Fog Oils","Musculoskeletal Conditions","ODSS",NA,NA,27,31.81,"Second Third"
"Fog Oils","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,5,12.68,"First Third"
"Fog Oils","Musculoskeletal Conditions","ODSS",NA,NA,40,49.92,"Second Third"
"Fog Oils","Neoplasms","ODSS",NA,NA,37,40.16,"First Third"
"Fog Oils","Neoplasms","OIF/OEF/OND",NA,NA,4,5.3,"First Third"
"Fog Oils","Neoplasms","OIF/OEF/OND",NA,NA,49,53.45,"Second Third"
"Fog Oils","Neoplasms","ODSS",NA,NA,4,2.74,"First Third"
"Fog Oils","Neoplasms","ODSS",NA,NA,38,42.41,"First Third"
"Fog Oils","Neoplasms","OIF/OEF/OND",NA,NA,6,6.09,"Second Third"
"Fog Oils","Neoplasms","OIF/OEF/OND",NA,NA,28,43.69,"Second Third"
"Fog Oils","Neoplasms","OIF/OEF/OND",NA,NA,0,9.3,"Second Third"
"Fog Oils","Neurological Conditions","ODSS",NA,NA,6,3.87,"Last Third"
"Fog Oils","Neurological Conditions","OIF/OEF/OND",NA,NA,30,33.13,"Second Third"
"Fog Oils","Neurological Conditions","OIF/OEF/OND",NA,NA,6,11.42,"Second Third"
"Fog Oils","Neurological Conditions","ODSS",NA,NA,49,51.09,"Last Third"
"Fog Oils","Neurological Conditions","ODSS",NA,NA,2,4.59,"Second Third"
"Fog Oils","Neurological Conditions","ODSS",NA,NA,29,42.35,"Second Third"
"Fog Oils","Neurological Conditions","OIF/OEF/OND",NA,NA,4,9.36,"First Third"
"Fog Oils","Neurological Conditions","ODSS",NA,NA,26,46.3,"Last Third"
"Fog Oils","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,31,29.54,"Second Third"
"Fog Oils","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,2,2.6,"Second Third"
"Fog Oils","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,50,58.6,"Last Third"
"Fog Oils","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,5,2.26,"Last Third"
"Fog Oils","Nutritional and Metabolic Diseases","ODSS",NA,NA,36,48.66,"First Third"
"Fog Oils","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,0.77,"First Third"
"Fog Oils","Nutritional and Metabolic Diseases","ODSS",NA,NA,35,55.11,"Last Third"
"Fog Oils","Psychiatric Conditions","ODSS",NA,NA,9,2.45,"Second Third"
"Fog Oils","Psychiatric Conditions","OIF/OEF/OND",NA,NA,27,29.02,"Last Third"
"Fog Oils","Psychiatric Conditions","ODSS",NA,NA,13,3.48,"Last Third"
"Fog Oils","Psychiatric Conditions","OIF/OEF/OND",NA,NA,45,48.59,"Last Third"
"Fog Oils","Psychiatric Conditions","OIF/OEF/OND",NA,NA,2,5.05,"Last Third"
"Fog Oils","Psychiatric Conditions","ODSS",NA,NA,31,46.9,"Last Third"
"Fog Oils","Psychiatric Conditions","OIF/OEF/OND",NA,NA,4,5.31,"Second Third"
"Fog Oils","Psychiatric Conditions","OIF/OEF/OND",NA,NA,31,49.68,"Last Third"
"Fog Oils","Respiratory Conditions","OIF/OEF/OND",NA,NA,12,16.92,"First Third"
